"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"05.01.2016 11:00 - 05.01.2016 11:15","57745","66838"
"05.01.2016 11:15 - 05.01.2016 11:30","58464","67017"
"05.01.2016 11:30 - 05.01.2016 11:45","58541","67533"
"05.01.2016 11:45 - 05.01.2016 12:00","58628","67411"
"05.01.2016 12:00 - 05.01.2016 12:15","59218","67404"
"05.01.2016 12:15 - 05.01.2016 12:30","58123","67110"
"05.01.2016 12:30 - 05.01.2016 12:45","58049","67088"
"05.01.2016 12:45 - 05.01.2016 13:00","58067","67039"
"05.01.2016 13:00 - 05.01.2016 13:15","57952","66939"
"05.01.2016 13:15 - 05.01.2016 13:30","57538","66441"
"05.01.2016 13:30 - 05.01.2016 13:45","57694","66068"
"05.01.2016 13:45 - 05.01.2016 14:00","56872","65372"
"05.01.2016 14:00 - 05.01.2016 14:15","57634","65525"
"05.01.2016 14:15 - 05.01.2016 14:30","56710","65338"
"05.01.2016 14:30 - 05.01.2016 14:45","56514","65350"
"05.01.2016 14:45 - 05.01.2016 15:00","56518","65168"
"05.01.2016 15:00 - 05.01.2016 15:15","56436","65296"
"05.01.2016 15:15 - 05.01.2016 15:30","55753","65096"
"05.01.2016 15:30 - 05.01.2016 15:45","56182","65051"
"05.01.2016 15:45 - 05.01.2016 16:00","55460","64963"
"05.01.2016 16:00 - 05.01.2016 16:15","55853","65163"
"05.01.2016 16:15 - 05.01.2016 16:30","56326","65433"
"05.01.2016 16:30 - 05.01.2016 16:45","57576","66329"
"05.01.2016 16:45 - 05.01.2016 17:00","57964","67186"
"05.01.2016 17:00 - 05.01.2016 17:15","59570","68034"
"05.01.2016 17:15 - 05.01.2016 17:30","59888","68477"
"05.01.2016 17:30 - 05.01.2016 17:45","61006","68620"
"05.01.2016 17:45 - 05.01.2016 18:00","60957","68743"
"05.01.2016 18:00 - 05.01.2016 18:15","60352","68545"
"05.01.2016 18:15 - 05.01.2016 18:30","59795","68454"
"05.01.2016 18:30 - 05.01.2016 18:45","59927","68305"
"05.01.2016 18:45 - 05.01.2016 19:00","59438","67991"
"05.01.2016 19:00 - 05.01.2016 19:15","59746","67570"
"05.01.2016 19:15 - 05.01.2016 19:30","58061","66869"
"05.01.2016 19:30 - 05.01.2016 19:45","58516","66407"
"05.01.2016 19:45 - 05.01.2016 20:00","57598","65975"
"05.01.2016 20:00 - 05.01.2016 20:15","57095","64572"
"05.01.2016 20:15 - 05.01.2016 20:30","55397","62889"
"05.01.2016 20:30 - 05.01.2016 20:45","54651","62231"
"05.01.2016 20:45 - 05.01.2016 21:00","54432","61221"
"05.01.2016 21:00 - 05.01.2016 21:15","53762","60500"
"05.01.2016 21:15 - 05.01.2016 21:30","53690","59760"
"05.01.2016 21:30 - 05.01.2016 21:45","53088","58888"
"05.01.2016 21:45 - 05.01.2016 22:00","53185","58104"
"05.01.2016 22:00 - 05.01.2016 22:15","52245","58110"
"05.01.2016 22:15 - 05.01.2016 22:30","51880","57322"
"05.01.2016 22:30 - 05.01.2016 22:45","51035","56156"
"05.01.2016 22:45 - 05.01.2016 23:00","50182","54995"
"05.01.2016 23:00 - 05.01.2016 23:15","49584","53873"
"05.01.2016 23:15 - 05.01.2016 23:30","48504","53052"
"05.01.2016 23:30 - 05.01.2016 23:45","47429","51995"
"05.01.2016 23:45 - 06.01.2016 00:00","47201","51060"
"06.01.2016 00:00 - 06.01.2016 00:15","46442","50456"
"06.01.2016 00:15 - 06.01.2016 00:30","46749","49852"
"06.01.2016 00:30 - 06.01.2016 00:45","46254","49354"
"06.01.2016 00:45 - 06.01.2016 01:00","45726","48640"
"06.01.2016 01:00 - 06.01.2016 01:15","44947","47935"
"06.01.2016 01:15 - 06.01.2016 01:30","44749","47700"
"06.01.2016 01:30 - 06.01.2016 01:45","44611","47288"
"06.01.2016 01:45 - 06.01.2016 02:00","44062","46967"
"06.01.2016 02:00 - 06.01.2016 02:15","43877","46549"
"06.01.2016 02:15 - 06.01.2016 02:30","43974","46275"
"06.01.2016 02:30 - 06.01.2016 02:45","43426","46448"
"06.01.2016 02:45 - 06.01.2016 03:00","43249","46479"
"06.01.2016 03:00 - 06.01.2016 03:15","43474","46373"
"06.01.2016 03:15 - 06.01.2016 03:30","43834","46377"
"06.01.2016 03:30 - 06.01.2016 03:45","43725","46560"
"06.01.2016 03:45 - 06.01.2016 04:00","43593","46555"
"06.01.2016 04:00 - 06.01.2016 04:15","44037","46867"
"06.01.2016 04:15 - 06.01.2016 04:30","44584","46916"
"06.01.2016 04:30 - 06.01.2016 04:45","44005","47324"
"06.01.2016 04:45 - 06.01.2016 05:00","44666","47574"
"06.01.2016 05:00 - 06.01.2016 05:15","45749","48360"
"06.01.2016 05:15 - 06.01.2016 05:30","45770","48478"
"06.01.2016 05:30 - 06.01.2016 05:45","46535","48953"
"06.01.2016 05:45 - 06.01.2016 06:00","46046","49103"
"06.01.2016 06:00 - 06.01.2016 06:15","47641","50407"
"06.01.2016 06:15 - 06.01.2016 06:30","48818","51709"
"06.01.2016 06:30 - 06.01.2016 06:45","50599","52978"
"06.01.2016 06:45 - 06.01.2016 07:00","51505","54096"
"06.01.2016 07:00 - 06.01.2016 07:15","53060","55703"
"06.01.2016 07:15 - 06.01.2016 07:30","53360","56855"
"06.01.2016 07:30 - 06.01.2016 07:45","54399","57898"
"06.01.2016 07:45 - 06.01.2016 08:00","54867","58847"
"06.01.2016 08:00 - 06.01.2016 08:15","56047","59731"
"06.01.2016 08:15 - 06.01.2016 08:30","56313","60159"
"06.01.2016 08:30 - 06.01.2016 08:45","55819","60332"
"06.01.2016 08:45 - 06.01.2016 09:00","55996","60408"
"06.01.2016 09:00 - 06.01.2016 09:15","56566","60573"
"06.01.2016 09:15 - 06.01.2016 09:30","56574","61061"
"06.01.2016 09:30 - 06.01.2016 09:45","57126","61317"
"06.01.2016 09:45 - 06.01.2016 10:00","57263","61620"
"06.01.2016 10:00 - 06.01.2016 10:15","57771","61933"
"06.01.2016 10:15 - 06.01.2016 10:30","57403","62381"
"06.01.2016 10:30 - 06.01.2016 10:45","58221","62726"
"06.01.2016 10:45 - 06.01.2016 11:00","58368","63333"
"06.01.2016 11:00 - 06.01.2016 11:15","58766","63697"
"06.01.2016 11:15 - 06.01.2016 11:30","59299","64241"
"06.01.2016 11:30 - 06.01.2016 11:45","59482","64745"
"06.01.2016 11:45 - 06.01.2016 12:00","59614","64833"
"06.01.2016 12:00 - 06.01.2016 12:15","59638","64218"
"06.01.2016 12:15 - 06.01.2016 12:30","59153","64313"
"06.01.2016 12:30 - 06.01.2016 12:45","59082","64234"
"06.01.2016 12:45 - 06.01.2016 13:00","59662","63925"
"06.01.2016 13:00 - 06.01.2016 13:15","59007","63545"
"06.01.2016 13:15 - 06.01.2016 13:30","58248","63108"
"06.01.2016 13:30 - 06.01.2016 13:45","58317","62660"
"06.01.2016 13:45 - 06.01.2016 14:00","58088","62036"
"06.01.2016 14:00 - 06.01.2016 14:15","57365","61777"
"06.01.2016 14:15 - 06.01.2016 14:30","57399","61770"
"06.01.2016 14:30 - 06.01.2016 14:45","57794","61582"
"06.01.2016 14:45 - 06.01.2016 15:00","57033","61206"
"06.01.2016 15:00 - 06.01.2016 15:15","57238","61243"
"06.01.2016 15:15 - 06.01.2016 15:30","56336","61074"
"06.01.2016 15:30 - 06.01.2016 15:45","56627","61039"
"06.01.2016 15:45 - 06.01.2016 16:00","56142","61117"
"06.01.2016 16:00 - 06.01.2016 16:15","56707","61663"
"06.01.2016 16:15 - 06.01.2016 16:30","56770","62280"
"06.01.2016 16:30 - 06.01.2016 16:45","58106","62370"
"06.01.2016 16:45 - 06.01.2016 17:00","58638","62480"
"06.01.2016 17:00 - 06.01.2016 17:15","60104","63364"
"06.01.2016 17:15 - 06.01.2016 17:30","60591","63527"
"06.01.2016 17:30 - 06.01.2016 17:45","60974","65083"
"06.01.2016 17:45 - 06.01.2016 18:00","61082","65947"
"06.01.2016 18:00 - 06.01.2016 18:15","61181","66004"
"06.01.2016 18:15 - 06.01.2016 18:30","60868","65880"
"06.01.2016 18:30 - 06.01.2016 18:45","60942","65520"
"06.01.2016 18:45 - 06.01.2016 19:00","60362","65280"
"06.01.2016 19:00 - 06.01.2016 19:15","61235","64976"
"06.01.2016 19:15 - 06.01.2016 19:30","60074","64478"
"06.01.2016 19:30 - 06.01.2016 19:45","60050","63814"
"06.01.2016 19:45 - 06.01.2016 20:00","59199","63145"
"06.01.2016 20:00 - 06.01.2016 20:15","58373","62136"
"06.01.2016 20:15 - 06.01.2016 20:30","57302","60966"
"06.01.2016 20:30 - 06.01.2016 20:45","56325","59944"
"06.01.2016 20:45 - 06.01.2016 21:00","56064","59147"
"06.01.2016 21:00 - 06.01.2016 21:15","55065","58657"
"06.01.2016 21:15 - 06.01.2016 21:30","55185","58002"
"06.01.2016 21:30 - 06.01.2016 21:45","54554","57490"
"06.01.2016 21:45 - 06.01.2016 22:00","53766","57090"
"06.01.2016 22:00 - 06.01.2016 22:15","53556","57162"
"06.01.2016 22:15 - 06.01.2016 22:30","53328","56539"
"06.01.2016 22:30 - 06.01.2016 22:45","52711","55551"
"06.01.2016 22:45 - 06.01.2016 23:00","51569","54459"
"06.01.2016 23:00 - 06.01.2016 23:15","50762","53511"
"06.01.2016 23:15 - 06.01.2016 23:30","49992","52491"
"06.01.2016 23:30 - 06.01.2016 23:45","49519","51544"
"06.01.2016 23:45 - 07.01.2016 00:00","48633","50533"
"07.01.2016 00:00 - 07.01.2016 00:15","49383","50061"
"07.01.2016 00:15 - 07.01.2016 00:30","48251","49397"
"07.01.2016 00:30 - 07.01.2016 00:45","47893","48701"
"07.01.2016 00:45 - 07.01.2016 01:00","47810","48217"
"07.01.2016 01:00 - 07.01.2016 01:15","46624","47537"
"07.01.2016 01:15 - 07.01.2016 01:30","46309","47119"
"07.01.2016 01:30 - 07.01.2016 01:45","46323","46957"
"07.01.2016 01:45 - 07.01.2016 02:00","46217","46835"
"07.01.2016 02:00 - 07.01.2016 02:15","45722","46216"
"07.01.2016 02:15 - 07.01.2016 02:30","45829","46087"
"07.01.2016 02:30 - 07.01.2016 02:45","45817","45944"
"07.01.2016 02:45 - 07.01.2016 03:00","45618","45856"
"07.01.2016 03:00 - 07.01.2016 03:15","45624","46052"
"07.01.2016 03:15 - 07.01.2016 03:30","45465","46072"
"07.01.2016 03:30 - 07.01.2016 03:45","45424","46112"
"07.01.2016 03:45 - 07.01.2016 04:00","45396","46428"
"07.01.2016 04:00 - 07.01.2016 04:15","45492","46916"
"07.01.2016 04:15 - 07.01.2016 04:30","46481","47462"
"07.01.2016 04:30 - 07.01.2016 04:45","45169","47697"
"07.01.2016 04:45 - 07.01.2016 05:00","45719","48370"
"07.01.2016 05:00 - 07.01.2016 05:15","46828","49522"
"07.01.2016 05:15 - 07.01.2016 05:30","46799","50262"
"07.01.2016 05:30 - 07.01.2016 05:45","47410","51443"
"07.01.2016 05:45 - 07.01.2016 06:00","47542","52756"
"07.01.2016 06:00 - 07.01.2016 06:15","48989","55498"
"07.01.2016 06:15 - 07.01.2016 06:30","50195","57523"
"07.01.2016 06:30 - 07.01.2016 06:45","52169","59586"
"07.01.2016 06:45 - 07.01.2016 07:00","53140","61745"
"07.01.2016 07:00 - 07.01.2016 07:15","54501","63501"
"07.01.2016 07:15 - 07.01.2016 07:30","55633","64588"
"07.01.2016 07:30 - 07.01.2016 07:45","57120","65625"
"07.01.2016 07:45 - 07.01.2016 08:00","57242","66374"
"07.01.2016 08:00 - 07.01.2016 08:15","59019","67220"
"07.01.2016 08:15 - 07.01.2016 08:30","59023","67581"
"07.01.2016 08:30 - 07.01.2016 08:45","58814","67638"
"07.01.2016 08:45 - 07.01.2016 09:00","58761","67493"
"07.01.2016 09:00 - 07.01.2016 09:15","59286","67452"
"07.01.2016 09:15 - 07.01.2016 09:30","59161","67463"
"07.01.2016 09:30 - 07.01.2016 09:45","59807","67632"
"07.01.2016 09:45 - 07.01.2016 10:00","59817","67944"
"07.01.2016 10:00 - 07.01.2016 10:15","60173","67919"
"07.01.2016 10:15 - 07.01.2016 10:30","59693","67996"
"07.01.2016 10:30 - 07.01.2016 10:45","60583","68250"
"07.01.2016 10:45 - 07.01.2016 11:00","60544","68286"
"07.01.2016 11:00 - 07.01.2016 11:15","61169","68878"
"07.01.2016 11:15 - 07.01.2016 11:30","61475","69720"
"07.01.2016 11:30 - 07.01.2016 11:45","61828","70114"
"07.01.2016 11:45 - 07.01.2016 12:00","61857","70203"
"07.01.2016 12:00 - 07.01.2016 12:15","61960","69863"
"07.01.2016 12:15 - 07.01.2016 12:30","61304","69768"
"07.01.2016 12:30 - 07.01.2016 12:45","61400","69886"
"07.01.2016 12:45 - 07.01.2016 13:00","61934","69916"
"07.01.2016 13:00 - 07.01.2016 13:15","61244","69949"
"07.01.2016 13:15 - 07.01.2016 13:30","60909","69380"
"07.01.2016 13:30 - 07.01.2016 13:45","60732","68628"
"07.01.2016 13:45 - 07.01.2016 14:00","60376","68345"
"07.01.2016 14:00 - 07.01.2016 14:15","59658","68468"
"07.01.2016 14:15 - 07.01.2016 14:30","59633","68520"
"07.01.2016 14:30 - 07.01.2016 14:45","59775","68366"
"07.01.2016 14:45 - 07.01.2016 15:00","59457","68164"
"07.01.2016 15:00 - 07.01.2016 15:15","59506","68487"
"07.01.2016 15:15 - 07.01.2016 15:30","58664","68083"
"07.01.2016 15:30 - 07.01.2016 15:45","58652","67939"
"07.01.2016 15:45 - 07.01.2016 16:00","57610","68031"
"07.01.2016 16:00 - 07.01.2016 16:15","58405","68100"
"07.01.2016 16:15 - 07.01.2016 16:30","58620","68492"
"07.01.2016 16:30 - 07.01.2016 16:45","59908","69078"
"07.01.2016 16:45 - 07.01.2016 17:00","60519","69926"
"07.01.2016 17:00 - 07.01.2016 17:15","61581","70983"
"07.01.2016 17:15 - 07.01.2016 17:30","62511","71361"
"07.01.2016 17:30 - 07.01.2016 17:45","62812","71475"
"07.01.2016 17:45 - 07.01.2016 18:00","63064","71714"
"07.01.2016 18:00 - 07.01.2016 18:15","62958","71546"
"07.01.2016 18:15 - 07.01.2016 18:30","62379","71012"
"07.01.2016 18:30 - 07.01.2016 18:45","62379","71032"
"07.01.2016 18:45 - 07.01.2016 19:00","61774","70615"
"07.01.2016 19:00 - 07.01.2016 19:15","63384","70030"
"07.01.2016 19:15 - 07.01.2016 19:30","61323","69177"
"07.01.2016 19:30 - 07.01.2016 19:45","60981","68253"
"07.01.2016 19:45 - 07.01.2016 20:00","60741","67507"
"07.01.2016 20:00 - 07.01.2016 20:15","59464","66439"
"07.01.2016 20:15 - 07.01.2016 20:30","58555","65132"
"07.01.2016 20:30 - 07.01.2016 20:45","57161","64366"
"07.01.2016 20:45 - 07.01.2016 21:00","57011","63265"
"07.01.2016 21:00 - 07.01.2016 21:15","55748","62422"
"07.01.2016 21:15 - 07.01.2016 21:30","55948","61559"
"07.01.2016 21:30 - 07.01.2016 21:45","55399","60761"
"07.01.2016 21:45 - 07.01.2016 22:00","55152","59924"
"07.01.2016 22:00 - 07.01.2016 22:15","54236","60228"
"07.01.2016 22:15 - 07.01.2016 22:30","54269","59504"
"07.01.2016 22:30 - 07.01.2016 22:45","53540","58368"
"07.01.2016 22:45 - 07.01.2016 23:00","52622","57404"
"07.01.2016 23:00 - 07.01.2016 23:15","51846","56347"
"07.01.2016 23:15 - 07.01.2016 23:30","50399","55087"
"07.01.2016 23:30 - 07.01.2016 23:45","50233","53878"
"07.01.2016 23:45 - 08.01.2016 00:00","48953","53004"
"08.01.2016 00:00 - 08.01.2016 00:15","48143","52259"
"08.01.2016 00:15 - 08.01.2016 00:30","47785","51482"
"08.01.2016 00:30 - 08.01.2016 00:45","47401","50755"
"08.01.2016 00:45 - 08.01.2016 01:00","46985","50301"
"08.01.2016 01:00 - 08.01.2016 01:15","46259","49897"
"08.01.2016 01:15 - 08.01.2016 01:30","45889","49266"
"08.01.2016 01:30 - 08.01.2016 01:45","45863","49034"
"08.01.2016 01:45 - 08.01.2016 02:00","45596","48686"
"08.01.2016 02:00 - 08.01.2016 02:15","45599","47984"
"08.01.2016 02:15 - 08.01.2016 02:30","45675","47913"
"08.01.2016 02:30 - 08.01.2016 02:45","45310","47842"
"08.01.2016 02:45 - 08.01.2016 03:00","45091","47917"
"08.01.2016 03:00 - 08.01.2016 03:15","45405","48061"
"08.01.2016 03:15 - 08.01.2016 03:30","45567","48250"
"08.01.2016 03:30 - 08.01.2016 03:45","45540","48514"
"08.01.2016 03:45 - 08.01.2016 04:00","45604","48611"
"08.01.2016 04:00 - 08.01.2016 04:15","45796","48990"
"08.01.2016 04:15 - 08.01.2016 04:30","46537","49300"
"08.01.2016 04:30 - 08.01.2016 04:45","45817","49605"
"08.01.2016 04:45 - 08.01.2016 05:00","46390","49880"
"08.01.2016 05:00 - 08.01.2016 05:15","47766","51207"
"08.01.2016 05:15 - 08.01.2016 05:30","47661","51915"
"08.01.2016 05:30 - 08.01.2016 05:45","48699","52980"
"08.01.2016 05:45 - 08.01.2016 06:00","48964","54527"
"08.01.2016 06:00 - 08.01.2016 06:15","51124","56938"
"08.01.2016 06:15 - 08.01.2016 06:30","52265","59347"
"08.01.2016 06:30 - 08.01.2016 06:45","54273","61289"
"08.01.2016 06:45 - 08.01.2016 07:00","55897","62994"
"08.01.2016 07:00 - 08.01.2016 07:15","56556","65047"
"08.01.2016 07:15 - 08.01.2016 07:30","56486","65950"
"08.01.2016 07:30 - 08.01.2016 07:45","57956","67106"
"08.01.2016 07:45 - 08.01.2016 08:00","58003","68005"
"08.01.2016 08:00 - 08.01.2016 08:15","59175","68800"
"08.01.2016 08:15 - 08.01.2016 08:30","59265","68766"
"08.01.2016 08:30 - 08.01.2016 08:45","59052","69107"
"08.01.2016 08:45 - 08.01.2016 09:00","59231","68964"
"08.01.2016 09:00 - 08.01.2016 09:15","59673","68873"
"08.01.2016 09:15 - 08.01.2016 09:30","59808","69134"
"08.01.2016 09:30 - 08.01.2016 09:45","60420","69356"
"08.01.2016 09:45 - 08.01.2016 10:00","60479","69201"
"08.01.2016 10:00 - 08.01.2016 10:15","60651","68930"
"08.01.2016 10:15 - 08.01.2016 10:30","60654","68905"
"08.01.2016 10:30 - 08.01.2016 10:45","61328","68928"
"08.01.2016 10:45 - 08.01.2016 11:00","61342","69232"
"08.01.2016 11:00 - 08.01.2016 11:15","61387","69411"
"08.01.2016 11:15 - 08.01.2016 11:30","61820","69715"
"08.01.2016 11:30 - 08.01.2016 11:45","61907","69908"
"08.01.2016 11:45 - 08.01.2016 12:00","62156","69778"
"08.01.2016 12:00 - 08.01.2016 12:15","61666","69535"
"08.01.2016 12:15 - 08.01.2016 12:30","61585","69330"
"08.01.2016 12:30 - 08.01.2016 12:45","61593","68955"
"08.01.2016 12:45 - 08.01.2016 13:00","61686","68569"
"08.01.2016 13:00 - 08.01.2016 13:15","61137","68444"
"08.01.2016 13:15 - 08.01.2016 13:30","61123","67707"
"08.01.2016 13:30 - 08.01.2016 13:45","60770","66985"
"08.01.2016 13:45 - 08.01.2016 14:00","60260","66075"
"08.01.2016 14:00 - 08.01.2016 14:15","59832","65901"
"08.01.2016 14:15 - 08.01.2016 14:30","59646","65815"
"08.01.2016 14:30 - 08.01.2016 14:45","59738","65447"
"08.01.2016 14:45 - 08.01.2016 15:00","59651","65203"
"08.01.2016 15:00 - 08.01.2016 15:15","59539","65161"
"08.01.2016 15:15 - 08.01.2016 15:30","58543","64795"
"08.01.2016 15:30 - 08.01.2016 15:45","58648","64750"
"08.01.2016 15:45 - 08.01.2016 16:00","57773","64813"
"08.01.2016 16:00 - 08.01.2016 16:15","58288","65017"
"08.01.2016 16:15 - 08.01.2016 16:30","58518","65300"
"08.01.2016 16:30 - 08.01.2016 16:45","59501","66269"
"08.01.2016 16:45 - 08.01.2016 17:00","59917","67238"
"08.01.2016 17:00 - 08.01.2016 17:15","61399","68626"
"08.01.2016 17:15 - 08.01.2016 17:30","61560","69481"
"08.01.2016 17:30 - 08.01.2016 17:45","62036","69686"
"08.01.2016 17:45 - 08.01.2016 18:00","63156","69834"
"08.01.2016 18:00 - 08.01.2016 18:15","62151","69029"
"08.01.2016 18:15 - 08.01.2016 18:30","62049","68910"
"08.01.2016 18:30 - 08.01.2016 18:45","61722","68854"
"08.01.2016 18:45 - 08.01.2016 19:00","61267","68234"
"08.01.2016 19:00 - 08.01.2016 19:15","62184","67982"
"08.01.2016 19:15 - 08.01.2016 19:30","60939","67097"
"08.01.2016 19:30 - 08.01.2016 19:45","60265","66307"
"08.01.2016 19:45 - 08.01.2016 20:00","60002","65710"
"08.01.2016 20:00 - 08.01.2016 20:15","59128","64020"
"08.01.2016 20:15 - 08.01.2016 20:30","58094","62933"
"08.01.2016 20:30 - 08.01.2016 20:45","56682","62010"
"08.01.2016 20:45 - 08.01.2016 21:00","56302","60751"
"08.01.2016 21:00 - 08.01.2016 21:15","55596","60190"
"08.01.2016 21:15 - 08.01.2016 21:30","55244","59368"
"08.01.2016 21:30 - 08.01.2016 21:45","54505","58414"
"08.01.2016 21:45 - 08.01.2016 22:00","54564","57645"
"08.01.2016 22:00 - 08.01.2016 22:15","53282","57586"
"08.01.2016 22:15 - 08.01.2016 22:30","53579","57138"
"08.01.2016 22:30 - 08.01.2016 22:45","53155","56392"
"08.01.2016 22:45 - 08.01.2016 23:00","51811","55636"
"08.01.2016 23:00 - 08.01.2016 23:15","50809","54159"
"08.01.2016 23:15 - 08.01.2016 23:30","49631","53331"
"08.01.2016 23:30 - 08.01.2016 23:45","49510","52657"
"08.01.2016 23:45 - 09.01.2016 00:00","48623","51695"
"09.01.2016 00:00 - 09.01.2016 00:15","49710","50678"
"09.01.2016 00:15 - 09.01.2016 00:30","49356","49793"
"09.01.2016 00:30 - 09.01.2016 00:45","48947","49223"
"09.01.2016 00:45 - 09.01.2016 01:00","48470","48666"
"09.01.2016 01:00 - 09.01.2016 01:15","47694","48064"
"09.01.2016 01:15 - 09.01.2016 01:30","47292","47618"
"09.01.2016 01:30 - 09.01.2016 01:45","46862","47319"
"09.01.2016 01:45 - 09.01.2016 02:00","46800","47041"
"09.01.2016 02:00 - 09.01.2016 02:15","46299","46353"
"09.01.2016 02:15 - 09.01.2016 02:30","46061","45956"
"09.01.2016 02:30 - 09.01.2016 02:45","45947","45965"
"09.01.2016 02:45 - 09.01.2016 03:00","45657","45995"
"09.01.2016 03:00 - 09.01.2016 03:15","45918","45835"
"09.01.2016 03:15 - 09.01.2016 03:30","45722","45754"
"09.01.2016 03:30 - 09.01.2016 03:45","45664","45738"
"09.01.2016 03:45 - 09.01.2016 04:00","45610","45554"
"09.01.2016 04:00 - 09.01.2016 04:15","45496","45666"
"09.01.2016 04:15 - 09.01.2016 04:30","45935","45659"
"09.01.2016 04:30 - 09.01.2016 04:45","45191","45831"
"09.01.2016 04:45 - 09.01.2016 05:00","45329","45883"
"09.01.2016 05:00 - 09.01.2016 05:15","45732","45744"
"09.01.2016 05:15 - 09.01.2016 05:30","45323","45568"
"09.01.2016 05:30 - 09.01.2016 05:45","45337","45328"
"09.01.2016 05:45 - 09.01.2016 06:00","45093","45037"
"09.01.2016 06:00 - 09.01.2016 06:15","45607","44890"
"09.01.2016 06:15 - 09.01.2016 06:30","45832","45342"
"09.01.2016 06:30 - 09.01.2016 06:45","46569","45675"
"09.01.2016 06:45 - 09.01.2016 07:00","47166","46087"
"09.01.2016 07:00 - 09.01.2016 07:15","47928","46982"
"09.01.2016 07:15 - 09.01.2016 07:30","48606","47676"
"09.01.2016 07:30 - 09.01.2016 07:45","49816","48574"
"09.01.2016 07:45 - 09.01.2016 08:00","50125","49411"
"09.01.2016 08:00 - 09.01.2016 08:15","51557","50568"
"09.01.2016 08:15 - 09.01.2016 08:30","51524","51198"
"09.01.2016 08:30 - 09.01.2016 08:45","51829","51910"
"09.01.2016 08:45 - 09.01.2016 09:00","52186","52882"
"09.01.2016 09:00 - 09.01.2016 09:15","52922","53852"
"09.01.2016 09:15 - 09.01.2016 09:30","53673","54400"
"09.01.2016 09:30 - 09.01.2016 09:45","54205","54631"
"09.01.2016 09:45 - 09.01.2016 10:00","54670","55247"
"09.01.2016 10:00 - 09.01.2016 10:15","54925","55699"
"09.01.2016 10:15 - 09.01.2016 10:30","55058","56052"
"09.01.2016 10:30 - 09.01.2016 10:45","55314","56473"
"09.01.2016 10:45 - 09.01.2016 11:00","55542","56658"
"09.01.2016 11:00 - 09.01.2016 11:15","56006","57301"
"09.01.2016 11:15 - 09.01.2016 11:30","56171","57774"
"09.01.2016 11:30 - 09.01.2016 11:45","56686","57988"
"09.01.2016 11:45 - 09.01.2016 12:00","56715","57751"
"09.01.2016 12:00 - 09.01.2016 12:15","56506","57387"
"09.01.2016 12:15 - 09.01.2016 12:30","56005","56992"
"09.01.2016 12:30 - 09.01.2016 12:45","56055","56379"
"09.01.2016 12:45 - 09.01.2016 13:00","56040","55955"
"09.01.2016 13:00 - 09.01.2016 13:15","55352","55427"
"09.01.2016 13:15 - 09.01.2016 13:30","54944","55023"
"09.01.2016 13:30 - 09.01.2016 13:45","54929","54899"
"09.01.2016 13:45 - 09.01.2016 14:00","54671","54269"
"09.01.2016 14:00 - 09.01.2016 14:15","53992","54229"
"09.01.2016 14:15 - 09.01.2016 14:30","53662","53711"
"09.01.2016 14:30 - 09.01.2016 14:45","53462","53781"
"09.01.2016 14:45 - 09.01.2016 15:00","53101","53610"
"09.01.2016 15:00 - 09.01.2016 15:15","53339","53641"
"09.01.2016 15:15 - 09.01.2016 15:30","52832","53501"
"09.01.2016 15:30 - 09.01.2016 15:45","53069","53442"
"09.01.2016 15:45 - 09.01.2016 16:00","52826","53382"
